"id","geoid","metro","region","lat","lon","year","oned_index","economy_index","education_index","equity_index","quality_of_life_index","transit_index","econ_exports","econ_gmp","econ_hightech","econ_kiemploy","econ_mhhinc","econ_pcpi","econ_pop2534","econ_povrt","econ_techpatents","econ_biztaxindex","econ_rdsharegdp","econ_vcpc","edu_pctbachhigher2534","edu_pctbachhigher","edu_ppstatebudget","edu_ppspending","edu_enrolled","edu_hsdiploma","edu_naep4math","edu_naep4read","edu_naep4sci","edu_naep8math","edu_naep8read","edu_naep8sci","edu_unemployednohs","equity_fbpop","equity_gini","equity_incshareq1","equity_incshareq2","equity_incshareq3","equity_incshareq4","equity_incshareq5","equity_incsharetop5","equity_medhhincblack","equity_medhhinchisp","equity_medhhincwhite","equity_medhhinctotal","equity_childpovrtblack","equity_childpovrthisp","equity_childpovrtwhite","equity_childpovrttotal","equity_homeownershipblack","equity_homeownershiphisp","equity_homeownershipwhite","equity_homeownershiptotal","qol_aqi","qol_homeownershiptotal","qol_popchange","qol_popwohealthins","qol_vcrimert","qol_vthourspc","qol_obese","qol_physicians","transit_hoursdelayedpc","transit_caralone","transit_novehicle","transit_statefunding","transit_bustrips","transit_bridgecondition"
189,27,"Los Angeles-Long Beach-Riverside, CA","Southwest",34.0536781,-118.2427025,2012,3.43,3.66,2.33,4.41,0.62,1.55,191907105.69,15551.70,0.3971,0.1480,81770.32,77700.46,0.0395,0.1390,0.1900,1.91,0.0736,156.33,0.0587,0.2684,8847.41,2869.52,0.1575,0.8938,25.51,123.98,305.01,352.14,154.18,388.33,0.0088,0.1951,0.41,0.0473,0.0978,0.1599,0.2309,0.4991,0.2266,66155.47,93492.94,40106.36,25053.01,0.2499,0.1935,0.1838,0.2347,0.6176,0.0336,0.7161,0.6490,0.0197,0.2442,0.0267,0.2348,413.36,42.78,0.3482,346.36,50,0.9399,0.0305,59.17,0.0600,0.3655
190,28,"Louisville-Jefferson County--Elizabethtown-Scottsburg, KY-IN","Southeast",38.2542376,-85.759407,2012,0.14,0.51,3.71,2.69,4.42,3.57,811370906.37,48866.44,0.0252,0.4587,40685.63,9061.57,0.0377,0.1092,0.0413,6.93,0.0325,188.91,0.1768,0.4073,6496.08,5846.88,0.1724,0.8182,124.26,335.12,2.60,246.82,27.02,341.08,0.0270,0.1963,0.01,0.0299,0.1040,0.1596,0.2356,0.4779,0.1808,91697.10,44478.24,90872.90,81160.97,0.1218,0.1352,0.1226,0.2403,0.8336,0.6441,0.0996,0.1996,0.4301,0.8046,0.0035,0.0315,213.90,11.15,0.1131,131.27,46,0.7721,0.0782,453.05,0.5684,0.4476
191,29,"Memphis, TN-MS-AR","Southeast",35.1490215,-90.0516285,2012,4.04,3.97,2.15,0.28,3.29,2.37,978199747.81,18371.23,0.4343,0.4259,70883.13,67804.39,0.0179,0.0350,0.0982,2.92,0.0584,342.63,0.0822,0.0692,439.65,10130.35,0.0091,0.8902,133.84,15.96,426.11,439.09,19.63,86.96,0.0135,0.1306,0.23,0.0370,0.1096,0.1601,0.2254,0.4711,0.1894,71447.31,62579.44,61722.44,37070.80,0.0861,0.2216,0.2413,0.2393,0.5759,0.7382,0.6265,0.6921,0.1735,0.6271,0.0101,0.2102,201.58,6.24,0.1074,207.24,22,0.5192,0.0022,252.18,0.1490,0.0533
192,30,"Miami-Fort Lauderdale-Pompano Beach, FL","Southeast",25.7742658,-80.1936589,2012,2.36,3.53,4.87,4.41,3.77,4.56,208178141.81,13888.24,0.4936,0.4917,36104.44,74810.00,0.0216,0.0654,0.0059,1.25,0.0202,330.46,0.0954,0.2664,7847.30,13247.48,0.1932,0.9837,11.19,389.73,11.75,427.62,337.36,122.48,0.0217,0.2053,0.11,0.0467,0.0801,0.1630,0.2256,0.4952,0.2205,8224.92,2712.65,85170.93,89783.06,0.2271,0.2194,0.0337,0.1976,0.8251,0.0727,0.6655,0.5212,0.5648,0.0828,0.0162,0.1793,655.54,46.82,0.2208,346.01,28,0.8994,0.0748,73.42,0.9914,0.3860
193,31,"Milwaukee-Racine-Waukesha, WI","Midwest",43.0349931,-87.922497,2012,4.72,0.07,0.46,0.31,2.74,0.30,566368781.22,7293.87,0.4042,0.2443,86494.07,53387.20,0.0299,0.1253,0.0721,0.89,0.0130,457.54,0.0819,0.4206,6849.49,2616.16,0.1109,0.9775,62.17,106.43,171.81,249.34,118.57,471.60,0.0350,0.0125,0.25,0.0384,0.1042,0.1374,0.2457,0.5174,0.2293,59122.38,88115.26,24632.94,60764.79,0.1007,0.2352,0.0794,0.1088,0.5545,0.4681,0.3717,0.4155,0.2621,0.8045,0.0189,0.0762,300.91,21.86,0.1715,346.35,23,0.5853,0.0928,199.64,0.0342,0.4851
194,32,"Minneapolis-St. Paul-St. Cloud, MN-WI","Midwest",44.9772995,-93.2654692,2012,2.29,2.62,2.45,1.27,0.38,2.88,365363944.04,3856.63,0.3796,0.3301,89913.22,2864.35,0.0368,0.0400,0.1875,4.18,0.0748,14.88,0.4144,0.3956,11440.80,1228.80,0.2062,0.9184,290.44,143.57,454.93,125.79,7.54,215.53,0.0257,0.2126,0.25,0.0217,0.0838,0.1595,0.2226,0.4993,0.1932,3800.55,21059.29,71738.79,55925.52,0.0181,0.1881,0.0960,0.1559,0.4261,0.3740,0.0033,0.5497,0.5199,0.9466,0.0232,0.0148,502.53,49.78,0.0640,378.65,0,0.8773,0.0900,491.51,0.9113,0.3189
195,33,"Nashville-Davidson--Murfreesboro--Columbia, TN","Southeast",36.1622257,-86.7743419,2012,2.14,3.20,0.09,4.53,1.17,0.62,654276165.83,28902.05,0.3189,0.0567,46107.82,8938.67,0.0194,0.1668,0.0591,6.58,0.0010,431.66,0.4545,0.4154,7015.09,6302.10,0.0124,0.8893,440.96,354.56,406.10,339.89,273.77,455.61,0.0336,0.2127,0.24,0.0429,0.0821,0.1391,0.2329,0.4921,0.1802,63023.78,26326.61,52498.96,48956.47,0.1335,0.0349,0.1522,0.2280,0.6230,0.5572,0.1186,0.7768,0.8658,0.8516,0.0248,0.0461,416.81,17.65,0.2391,182.47,22,0.5401,0.0917,135.10,0.5695,0.1441
196,34,"New Orleans-Metairie-Bogalusa, LA","Southeast",29.9499323,-90.0701156,2012,4.42,1.42,0.95,1.53,2.52,4.33,370353771.33,43101.12,0.4863,0.0863,14019.52,21947.39,0.0153,0.0719,0.1906,8.04,0.0695,243.26,0.1524,0.0142,8584.54,3543.63,0.1566,0.8615,211.13,106.14,207.83,256.66,366.26,204.00,0.0441,0.0207,0.36,0.0527,0.0956,0.1614,0.2439,0.5061,0.1858,74643.49,33603.97,34684.73,55325.19,0.0572,0.2460,0.0081,0.1507,0.3605,0.0152,0.4141,0.7375,0.5224,0.9152,0.0235,0.1225,431.73,32.81,0.1023,297.35,8,0.8273,0.0313,63.65,0.6720,0.3952
197,35,"New York-Newark-Bridgeport, NY-NJ-CT-PA","Northeast",40.7305991,-73.9865812,2012,4.89,2.61,3.83,3.82,2.63,3.81,523572448.59,50494.96,0.2701,0.4356,91911.08,7112.62,0.0300,0.0349,0.0657,8.67,0.0648,275.99,0.2461,0.4323,1731.45,6485.49,0.0976,0.8312,452.28,163.18,224.15,129.57,197.72,138.11,0.0011,0.1840,0.21,0.0435,0.1080,0.1564,0.2464,0.5143,0.2284,15403.58,98402.03,55619.41,55261.90,0.0582,0.1715,0.1899,0.2247,0.3941,0.3266,0.9622,0.8278,0.9117,0.3020,0.0016,0.0200,502.14,18.29,0.0103,296.63,38,0.5181,0.0760,371.08,0.8529,0.0823
198,36,"Oklahoma City-Shawnee, OK","West",35.4707419,-97.5198806,2012,3.43,1.07,4.28,1.80,3.41,0.91,787188762.52,61233.69,0.4283,0.2900,68491.70,40817.41,0.0072,0.2462,0.1223,5.72,0.0014,139.91,0.2113,0.4356,6345.93,11880.21,0.1491,0.8619,296.52,296.74,371.08,400.37,240.94,208.19,0.0270,0.1521,0.15,0.0212,0.0992,0.1325,0.2555,0.5019,0.1821,22777.31,58886.70,38063.52,2852.30,0.1078,0.1471,0.2257,0.2203,0.8223,0.8363,0.7117,0.2331,0.8085,0.0115,0.0067,0.1083,409.03,27.52,0.0601,284.83,52,0.9236,0.0745,272.24,0.4999,0.1041
199,37,"Orlando-Deltona-Daytona Beach, FL","Southeast",28.5421175,-81.3790462,2012,3.24,3.94,1.48,1.46,3.34,2.81,491377839.31,78873.71,0.2684,0.3093,12183.14,12749.80,0.0111,0.0263,0.0587,6.69,0.0056,420.37,0.0594,0.0426,560.65,6467.91,0.0547,0.8766,80.64,99.11,286.53,397.98,320.91,146.13,0.0472,0.1807,0.23,0.0410,0.1077,0.1345,0.2457,0.4750,0.2077,8220.60,88176.41,91408.29,73756.33,0.0408,0.0063,0.0107,0.0357,0.2377,0.7596,0.9642,0.6040,0.6462,0.8449,0.0121,0.1069,168.61,38.18,0.4052,373.73,71,0.5947,0.0069,17.36,0.1644,0.2375
200,38,"Philadelphia-Camden-Vineland, PA-NJ-DE-MD","Northeast",39.952335,-75.163789,2012,2.34,2.92,4.63,4.69,4.41,0.98,183405264.00,47144.91,0.4441,0.3168,32213.89,58745.95,0.0271,0.0786,0.0548,6.11,0.0172,131.55,0.1372,0.3124,8330.48,12692.10,0.0841,0.9291,23.19,226.10,387.76,119.50,354.73,303.53,0.0151,0.1265,0.10,0.0433,0.0816,0.1529,0.2457,0.4781,0.1879,44788.86,81100.93,7932.62,91026.72,0.0863,0.1530,0.2379,0.0663,0.4671,0.1677,0.4048,0.6057,0.5327,0.8737,0.0303,0.0638,394.98,33.87,0.2134,384.79,19,0.5333,0.0328,216.13,0.5576,0.3269
201,39,"Phoenix-Mesa-Scottsdale, AZ","Southwest",33.361168,-112.12130217,2012,2.95,4.83,0.85,4.38,4.59,4.75,333259721.01,91479.64,0.2411,0.2310,68324.88,57929.56,0.0353,0.2017,0.1134,2.49,0.0279,424.13,0.4543,0.4004,744.77,13457.89,0.0200,0.8535,415.89,284.89,207.92,250.92,457.89,262.07,0.0169,0.1969,0.44,0.0403,0.0997,0.1414,0.2595,0.4715,0.2127,61509.24,8980.20,18151.63,83716.10,0.1245,0.0866,0.1640,0.1101,0.4484,0.4517,0.3368,0.4936,0.3124,0.5537,0.0143,0.1573,272.92,4.41,0.3109,199.02,29,0.7360,0.0155,442.08,0.2002,0.0606
202,40,"Pittsburgh-New Castle, PA","Midwest",40.4416941,-79.9900861,2012,4.66,4.57,0.08,3.21,1.47,0.66,296628229.27,97042.32,0.2860,0.1177,84523.68,44895.55,0.0044,0.1222,0.1642,3.84,0.0707,105.74,0.3545,0.3558,6247.67,13499.04,0.2424,0.8809,474.23,317.56,82.52,336.67,231.10,318.72,0.0013,0.2418,0.27,0.0376,0.1041,0.1326,0.2272,0.4988,0.2252,62364.25,29017.27,77022.41,27081.44,0.0316,0.1607,0.1346,0.0447,0.0785,0.5533,0.3672,0.6717,0.7955,0.5345,0.0145,0.0402,324.66,49.17,0.3889,117.00,51,0.6564,0.0321,225.74,0.4342,0.0107
203,41,"Portland-Vancouver-Beaverton, OR-WA","West",45.5202471,-122.6741949,2012,2.14,3.56,3.58,0.63,4.64,0.27,1043949814.47,97002.51,0.1761,0.3523,63039.67,98449.45,0.0064,0.1806,0.1659,5.31,0.0660,299.11,0.3461,0.4905,13268.13,7939.81,0.0557,0.9649,291.90,40.64,491.01,207.50,416.87,189.53,0.0313,0.2435,0.35,0.0371,0.1094,0.1608,0.2598,0.4940,0.2125,48398.79,39830.76,59636.81,38382.24,0.0014,0.2383,0.1693,0.0579,0.9771,0.5248,0.8726,0.0133,0.9374,0.4452,0.0014,0.1876,88.34,12.27,0.2147,256.02,32,0.7945,0.0871,362.36,0.6899,0.1118
204,42,"Raleigh-Durham-Cary, NC","Southeast",35.7804015,-78.6390779,2012,0.96,1.32,1.27,1.06,1.46,3.01,227099991.12,93259.01,0.3446,0.3765,24217.05,4251.95,0.0108,0.0499,0.0176,9.13,0.0203,433.11,0.2149,0.2439,9894.18,9098.31,0.0953,0.8755,163.91,177.39,286.40,441.20,28.96,341.46,0.0256,0.1494,0.39,0.0449,0.0969,0.1330,0.2585,0.4915,0.2234,1730.61,68333.72,59955.29,88602.80,0.1677,0.2057,0.2294,0.1028,0.5935,0.0795,0.5026,0.8139,0.5852,0.9579,0.0147,0.1368,327.01,41.76,0.3395,148.57,18,0.7189,0.0401,303.02,0.0055,0.3792
205,43,"Richmond, VA","Southeast",37.541239,-77.4420183,2012,2.61,0.18,3.66,0.12,4.26,3.00,279585379.36,34219.97,0.2725,0.4718,92830.35,92718.22,0.0136,0.0625,0.1216,0.68,0.0411,470.97,0.4294,0.2673,9567.19,12261.03,0.0683,0.8923,189.47,95.66,155.38,111.26,278.57,424.70,0.0224,0.2126,0.43,0.0322,0.1064,0.1358,0.2355,0.5148,0.1990,79174.36,91213.37,76878.08,63458.40,0.0580,0.1758,0.1226,0.1073,0.6087,0.1368,0.5983,0.9774,0.4853,0.0094,0.0194,0.1138,703.08,19.08,0.4571,394.82,43,0.9588,0.0933,173.78,0.0483,0.1987
206,44,"Rochester-Batavia-Seneca Falls, NY","Northeast",43.1572851,-77.6152141,2012,2.77,1.51,1.95,2.62,2.06,4.39,760707575.78,23255.84,0.3344,0.3902,48543.89,16584.75,0.0386,0.2104,0.0281,8.53,0.0387,110.30,0.2000,0.4727,4676.62,10591.84,0.2066,0.9458,317.54,195.07,439.75,272.41,264.11,139.24,0.0048,0.2091,0.40,0.0202,0.1038,0.1611,0.2393,0.4720,0.1909,8711.99,45909.36,91.72,19358.15,0.0518,0.0363,0.0292,0.0696,0.0710,0.2306,0.3433,0.2496,0.5521,0.1473,0.0224,0.0994,414.91,12.75,0.2776,386.46,8,0.6154,0.0187,420.28,0.7543,0.3924
207,45,"Sacramento--Arden-Arcade--Yuba City, CA-NV","West",38.4732259,-121.2980707,2012,2.24,3.03,2.15,4.23,3.92,1.61,133923463.94,41417.28,0.3892,0.4874,56086.86,36.71,0.0344,0.0108,0.0944,8.90,0.0696,17.39,0.0139,0.4083,3214.54,5262.58,0.1121,0.8516,353.95,260.74,415.14,172.85,17.77,29.60,0.0032,0.2003,0.14,0.0201,0.0887,0.1480,0.2317,0.4852,0.1824,65715.20,38918.86,14954.47,55545.94,0.0128,0.1123,0.1612,0.0784,0.4884,0.2713,0.5958,0.2065,0.2063,0.0354,0.0148,0.0133,267.61,0.37,0.2127,197.92,25,0.9686,0.0887,382.73,0.6118,0.0380
208,46,"Salt Lake City-Ogden-Clearfield, UT","West",40.7606467,-111.89109,2012,3.11,0.57,1.18,1.83,4.33,1.33,758335607.31,70834.73,0.0184,0.3595,17532.78,20602.18,0.0367,0.2136,0.1357,3.21,0.0820,430.29,0.4977,0.1873,11092.72,2035.12,0.0071,0.8669,11.21,136.51,133.64,408.06,241.76,20.49,0.0272,0.1653,0.01,0.0414,0.0865,0.1592,0.2207,0.5083,0.2180,32675.59,80595.18,25161.29,7354.89,0.2447,0.1875,0.0755,0.1074,0.1496,0.6086,0.9836,0.2520,0.3882,0.7540,0.0242,0.1645,563.21,44.41,0.0674,128.91,56,0.6749,0.0048,494.68,0.8998,0.3173
209,47,"San Antonio, TX","Southwest",29.4246002,-98.4951405,2012,3.73,2.88,2.24,3.84,0.49,0.82,735708235.95,35907.12,0.0099,0.2032,68316.63,62838.30,0.0372,0.0448,0.0930,3.02,0.0298,23.59,0.0857,0.2927,12064.94,2195.13,0.1175,0.8044,413.88,386.30,221.51,32.98,487.97,89.50,0.0104,0.1385,0.03,0.0399,0.1024,0.1596,0.2429,0.5042,0.2124,54837.78,88632.95,3906.76,44175.89,0.1340,0.1627,0.1468,0.0291,0.0787,0.4721,0.9930,0.5695,0.3164,0.9305,0.0271,0.1878,735.69,6.79,0.1857,261.21,42,0.7687,0.0458,288.15,0.2190,0.2649
210,48,"San Diego-Carlsbad-San Marcos, CA","Southwest",32.7469869,-117.21177,2012,3.65,1.39,4.27,0.34,3.38,1.27,613461666.93,31692.22,0.2025,0.0462,65482.17,34774.46,0.0140,0.1764,0.0461,6.17,0.0519,325.54,0.4590,0.4947,11512.28,10943.42,0.2053,0.9581,325.87,452.59,29.11,481.37,307.07,423.24,0.0186,0.0488,0.27,0.0395,0.0950,0.1362,0.2326,0.4770,0.1904,52892.36,24222.35,4456.62,75429.50,0.1373,0.2030,0.2320,0.1639,0.8281,0.3115,0.0923,0.1919,0.1639,0.1095,0.0004,0.0264,187.94,43.00,0.1849,158.01,8,0.7579,0.0450,438.93,0.8252,0.4467
211,49,"San Jose-San Francisco-Oakland, CA","West",37.3438502,-121.8831349,2012,3.47,3.79,3.69,1.25,1.06,0.49,833517293.63,35804.37,0.0626,0.2443,76629.47,52387.30,0.0313,0.1278,0.0681,5.69,0.0271,465.05,0.4038,0.0792,7764.36,3321.75,0.1216,0.9238,198.67,390.17,205.41,259.06,93.85,261.15,0.0210,0.0431,0.41,0.0430,0.0952,0.1390,0.2346,0.5158,0.1911,58875.38,16853.54,52467.09,16047.90,0.1300,0.1890,0.0264,0.2398,0.7321,0.6681,0.1627,0.5915,0.9676,0.9391,0.0138,0.1600,392.17,20.56,0.3889,207.92,51,0.8596,0.0280,295.86,0.4124,0.0066
212,50,"Seattle-Tacoma-Olympia, WA","West",47.6038321,-122.3300624,2012,1.46,2.13,2.75,0.55,3.10,0.92,990285423.77,17177.76,0.1754,0.3499,75856.05,33301.02,0.0387,0.0153,0.1787,2.60,0.0375,407.74,0.1177,0.4727,11351.84,12798.31,0.1779,0.9356,225.78,15.85,176.31,178.64,157.02,219.26,0.0348,0.1146,0.28,0.0211,0.1066,0.1470,0.2260,0.4997,0.1901,43370.48,78444.76,74521.17,61315.03,0.1451,0.1105,0.2453,0.1413,0.0864,0.2185,0.3266,0.8604,0.2881,0.8590,0.0189,0.1389,458.22,14.66,0.2206,307.52,49,0.7439,0.0335,50.52,0.0515,0.2050
213,51,"St. Louis-St. Charles-Farmington, MO-IL","Midwest",38.6272733,-90.1978889,2012,0.46,0.01,2.96,0.09,4.78,3.95,284030383.41,71648.14,0.0942,0.2369,58772.65,25854.43,0.0022,0.1440,0.0906,6.23,0.0463,305.85,0.3349,0.4053,3317.73,6932.70,0.0412,0.9827,257.53,113.18,142.94,386.64,473.85,310.00,0.0202,0.0896,0.46,0.0345,0.1006,0.1593,0.2215,0.4819,0.1879,96503.08,63839.63,64818.12,65440.67,0.0372,0.0628,0.1288,0.0685,0.4073,0.5120,0.1001,0.7805,0.2177,0.6256,0.0201,0.0191,671.63,28.33,0.3767,358.08,18,0.9315,0.0810,339.69,0.3360,0.3451
214,52,"Tampa-St. Petersburg-Clearwater, FL","Southeast",27.9477595,-82.458444,2012,3.97,3.95,0.12,2.16,0.35,2.79,313794909.23,76322.52,0.1014,0.0827,6400.09,39855.84,0.0125,0.2155,0.1916,7.89,0.0661,346.25,0.3958,0.2672,2332.53,7803.93,0.0411,0.9599,0.34,165.86,54.51,155.03,263.91,195.81,0.0208,0.0711,0.00,0.0442,0.1065,0.1392,0.2238,0.5014,0.2061,19585.20,99509.43,41880.41,55094.80,0.1977,0.1949,0.1972,0.1704,0.7946,0.4015,0.5384,0.0865,0.7546,0.7600,0.0237,0.0925,557.57,34.51,0.1006,396.16,24,0.9084,0.0718,467.55,0.5365,0.4757
215,53,"Virginia Beach-Norfolk-Newport News, VA-NC","Southeast",36.8529841,-75.9774183,2012,1.37,0.04,1.85,3.93,3.84,3.94,633939677.57,46246.09,0.1580,0.3693,46241.46,85597.13,0.0124,0.0052,0.0252,8.31,0.0398,167.13,0.0205,0.3236,5159.71,13387.84,0.0761,0.9649,469.33,415.86,241.49,149.69,285.34,83.43,0.0146,0.2472,0.05,0.0342,0.0819,0.1496,0.2479,0.4766,0.2292,35852.07,79980.31,87400.73,94378.11,0.0079,0.2470,0.0033,0.1585,0.4463,0.5650,0.0516,0.9843,0.6699,0.1168,0.0136,0.2360,289.49,20.88,0.1123,270.90,28,0.5677,0.0298,406.50,0.5597,0.4422
216,54,"Washington-Baltimore-Northern Virginia, DC-MD-VA-WV","Northeast",38.8951148,-77.0363716,2012,3.45,2.15,1.26,2.97,0.23,4.18,325542802.41,27662.77,0.2320,0.0341,32995.93,27744.21,0.0150,0.1665,0.1093,7.25,0.0156,236.11,0.2899,0.1741,12094.71,9374.60,0.0356,0.9275,132.55,7.75,121.65,391.49,421.38,146.73,0.0072,0.0773,0.16,0.0391,0.1119,0.1460,0.2507,0.5145,0.1855,63268.86,53004.46,99381.62,56811.03,0.1040,0.1305,0.1077,0.0890,0.8993,0.8852,0.8417,0.5885,0.5688,0.4157,0.0299,0.1743,189.46,27.23,0.1193,197.13,11,0.5537,0.0069,469.48,0.8064,0.3314
217,1,"Albany-Schenectady-Amsterdam, NY","Northeast",42.6511674,-73.754968,2013,4.49,3.02,2.98,0.17,4.50,2.61,304741850.77,75708.35,0.4119,0.0071,95157.03,49611.81,0.0360,0.2492,0.0246,4.58,0.0180,284.97,0.2392,0.3357,7863.15,13448.61,0.2018,0.8838,486.63,37.46,95.99,22.22,245.67,324.90,0.0460,0.0573,0.45,0.0503,0.0981,0.1392,0.2342,0.5020,0.2202,9577.25,96190.39,46319.09,26413.93,0.1527,0.2223,0.0284,0.2214,0.6756,0.1498,0.1013,0.3262,0.1805,0.1694,0.0215,0.0073,301.13,12.23,0.3399,248.84,20,0.8052,0.0798,494.04,0.9734,0.1371
218,2,"Atlanta-Sandy Springs-Gainesville, GA-AL","Southeast",33.7490987,-84.3901849,2013,1.13,3.37,2.19,0.07,0.36,1.77,974620265.84,96039.14,0.3575,0.4419,36692.39,89443.43,0.0028,0.0957,0.1787,3.98,0.0157,60.91,0.2478,0.3793,13453.35,4181.67,0.2083,0.9743,231.43,136.63,86.83,244.79,194.59,97.53,0.0189,0.1135,0.10,0.0530,0.0971,0.1393,0.2561,0.4895,0.1965,15158.61,76804.42,67433.90,62780.14,0.1391,0.0505,0.2203,0.0255,0.9714,0.7281,0.5001,0.9777,0.3450,0.1366,0.0090,0.0884,613.33,24.11,0.0320,216.07,13,0.7662,0.0707,232.91,0.7203,0.2529
219,3,"Austin-Round Rock, TX","Southwest",30.2711286,-97.7436995,2013,0.89,4.57,1.22,0.72,2.18,4.20,885758172.91,53916.22,0.3857,0.3128,96522.49,60040.94,0.0309,0.1978,0.1261,0.69,0.0486,338.39,0.4085,0.2060,10725.52,14474.83,0.0837,0.8054,85.18,179.16,271.43,89.09,111.09,68.88,0.0359,0.1528,0.39,0.0255,0.0892,0.1512,0.2251,0.4983,0.2247,51728.48,54405.44,22061.81,8752.40,0.1471,0.2024,0.0210,0.1266,0.4528,0.7139,0.7099,0.8813,0.6449,0.4714,0.0191,0.1326,365.23,29.26,0.0524,297.68,37,0.5005,0.0827,80.67,0.3993,0.4421
220,4,"Birmingham-Hoover-Cullman, AL","Southeast",33.5206824,-86.8024326,2013,0.37,2.66,0.01,4.73,0.14,0.10,344359328.69,77428.12,0.0472,0.1327,93557.03,14466.14,0.0388,0.1261,0.1978,5.08,0.0010,176.24,0.3840,0.0334,9332.93,11014.27,0.1571,0.9948,8.85,304.15,330.79,40.83,225.34,271.97,0.0269,0.1707,0.13,0.0415,0.1083,0.1343,0.2577,0.4755,0.1827,42993.60,65646.76,67143.45,23651.64,0.2377,0.1923,0.1255,0.2249,0.8364,0.5697,0.0357,0.8220,0.4680,0.9400,0.0325,0.1055,141.72,15.91,0.2339,235.13,65,0.5359,0.0679,12.40,0.8289,0.4321
221,5,"Boston-Worcester-Manchester, MA-RI-NH","Northeast",42.3604823,-71.0595678,2013,1.19,3.00,4.19,3.03,2.18,2.03,322904452.17,2392.65,0.3546,0.0855,73060.38,84183.23,0.0159,0.0075,0.0525,4.33,0.0365,19.27,0.1816,0.4514,13345.26,3499.56,0.0519,0.9381,434.12,463.29,37.61,347.06,373.55,288.33,0.0469,0.1070,0.03,0.0235,0.0963,0.1579,0.2311,0.5147,0.2088,8441.56,11398.90,34632.31,79474.03,0.0890,0.0847,0.1691,0.1243,0.4672,0.0777,0.4615,0.1015,0.7124,0.9009,0.0023,0.1499,154.18,0.36,0.2107,148.18,61,0.7665,0.0260,411.51,0.1107,0.4551
222,6,"Buffalo-Niagara-Cattaraugus, NY","Northeast",42.8864468,-78.8783689,2013,1.32,0.57,1.02,1.15,1.35,4.85,911932894.21,93181.83,0.0253,0.4753,68291.25,47486.70,0.0262,0.2233,0.0670,1.90,0.0645,377.77,0.4467,0.0031,3617.90,3043.44,0.0494,0.9630,155.67,269.76,36.83,449.54,386.87,352.42,0.0278,0.0683,0.26,0.0391,0.0825,0.1601,0.2466,0.4734,0.2127,10047.12,91117.36,43404.81,10537.47,0.0014,0.2348,0.2331,0.0591,0.3161,0.9628,0.6146,0.4040,0.0765,0.7411,0.0257,0.1252,387.21,23.77,0.2040,100.87,53,0.8214,0.0061,284.80,0.0901,0.1761
223,7,"Charlotte-Gastonia-Salisbury, NC-SC","Southeast",35.2270869,-80.8431268,2013,2.59,4.42,3.38,1.96,1.86,2.72,392839567.92,77719.22,0.4030,0.1037,25921.58,63437.71,0.0239,0.1657,0.0409,3.33,0.0655,349.22,0.2390,0.1528,13515.02,10788.40,0.1148,0.9651,65.06,491.90,82.56,151.03,344.96,16.09,0.0283,0.0979,0.10,0.0530,0.0960,0.1477,0.2418,0.4773,0.2277,60908.07,46342.63,40841.40,82860.44,0.1614,0.2236,0.1806,0.0842,0.4326,0.4716,0.2288,0.0357,0.2665,0.6959,0.0274,0.0509,89.84,24.81,0.1961,346.09,33,0.6258,0.0715,177.41,0.5384,0.1089
224,8,"Chicago-Naperville-Michigan City, IL-IN-WI","Midwest",41.8756208,-87.6243706,2013,1.80,0.83,4.03,2.66,4.44,1.52,730670070.93,45747.89,0.1581,0.1341,67404.38,7386.71,0.0299,0.1121,0.0304,2.88,0.0253,218.41,0.1097,0.4206,6597.12,14759.48,0.0154,0.8103,247.41,376.56,457.26,129.22,459.56,486.30,0.0225,0.1873,0.05,0.0419,0.0876,0.1507,0.2543,0.4766,0.2162,39230.60,72190.59,17311.54,55586.19,0.1780,0.1218,0.1104,0.2164,0.2759,0.8803,0.6568,0.7407,0.5602,0.9737,0.0307,0.0260,236.31,23.55,0.1490,111.28,3,0.7013,0.0953,297.81,0.5858,0.2833
225,9,"Cincinnati-Middletown-Wilmington, OH-KY-IN","Midwest",39.1014537,-84.5124602,2013,4.31,2.10,3.95,4.17,4.77,2.37,978509582.07,36587.39,0.2243,0.4849,47683.42,16483.92,0.0236,0.0216,0.1408,5.79,0.0358,485.81,0.0902,0.3294,7130.02,4907.92,0.0623,0.8209,167.60,277.50,323.97,433.57,410.65,171.11,0.0375,0.0335,0.21,0.0353,0.0800,0.1590,0.2476,0.4757,0.2149,93945.81,1832.72,50048.03,86426.22,0.1560,0.0582,0.0828,0.0048,0.2488,0.8839,0.6360,0.1591,0.9747,0.3835,0.0311,0.1004,60.38,23.25,0.1644,237.48,56,0.5517,0.0101,355.62,0.5369,0.0137
226,10,"Cleveland-Akron-Elyria, OH","Midwest",41.4871888,-81.6778691,2013,3.34,3.26,0.89,2.94,0.77,2.82,81531760.93,36949.30,0.0743,0.3757,93046.29,77962.45,0.0290,0.1022,0.1129,1.55,0.0785,133.60,0.0418,0.1440,8691.12,4093.89,0.0565,0.9790,405.31,168.01,41.99,220.62,233.29,415.33,0.0317,0.1669,0.10,0.0376,0.1118,0.1554,0.2589,0.4770,0.2087,41321.93,37927.09,61338.13,34015.04,0.1579,0.1651,0.0897,0.2160,0.0058,0.0683,0.3425,0.3888,0.9028,0.3902,0.0174,0.1958,712.83,31.21,0.1228,205.09,37,0.7579,0.0771,375.83,0.3787,0.2733
